Sum of __index_level_0__,Sum of avg_temp_c,Sum of avg_sea_level_pres_hpa,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,competition,country,city_name,Sum of Draw,Sum of max_temp_c,Sum of Loose,Sum of min_temp_c,neutral,Opponent,Sum of peak_wind_gust_kmh,Sum of Point,Sum of precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of TA,Sum of TF,Team,Sum of sunshine_total_min,Sum of TotalTri,TrancheTemp,TranchWind,Sum of Win,world_cup
10916,14.6,,,,La Plata,2013 Rugby Championship,Argentina,La Plata,0,18.2,1,12.6,False,New Zealand,,0,0,L,Spring,false,,Estadio Único,87593,33,15,Argentina,,48,0-20,no data,0,False
11280,11.5,,,,La Plata,2014 Rugby Championship,Argentina,La Plata,0,,0,3.1,False,Argentina,,3,0,W,Spring,false,,Estadio Único,87593,13,34,New Zealand,,47,0-20,no data,1,False
11280,11.5,,,,La Plata,2014 Rugby Championship,Argentina,La Plata,0,,1,3.1,False,New Zealand,,0,0,L,Spring,false,,Estadio Único,87593,34,13,Argentina,,47,0-20,no data,0,False
5817,13.1,,,,Lille,1988 Argentina tour of France,France,Lille,0,14,0,,False,Argentina,,3,0,W,Autumn,false,,Stadium Lille-Metropole,07015,18,28,France,,46,0-20,no data,1,False
5817,13.1,,,,Lille,1988 Argentina tour of France,France,Lille,0,14,1,,False,France,,0,0,L,Autumn,false,,Stadium Lille-Metropole,07015,28,18,Argentina,,46,0-20,no data,0,False
6151,8,,,,Lille,1989 Australia tour of France and Canada,France,Lille,0,,0,4.9,False,Australia,,3,0,W,Autumn,false,,Stadium Nord Lille Métropole,07015,19,25,France,,44,0-20,no data,1,False
6151,8,,,,Lille,1989 Australia tour of France and Canada,France,Lille,0,,1,4.9,False,France,,0,0,L,Autumn,false,,Stadium Nord Lille Métropole,07015,25,19,Australia,,44,0-20,no data,0,False
14192,6.2,1010.2,186,14,Lille,2012 Autumn International,France,Lille,0,8.6,0,2.5,False,Argentina,,3,0,W,Autumn,false,,Grand Stade Lille Métropole,07015,22,39,France,,61,0-20,moins de 30,1,False
14192,6.2,1010.2,186,14,Lille,2012 Autumn International,France,Lille,0,8.6,1,2.5,False,France,,0,0,L,Autumn,false,,Grand Stade Lille Métropole,07015,39,22,Argentina,,61,0-20,moins de 30,0,False
16383,5.1,1027.3,55,14.6,Lille,2018 Autumn International,France,Lille,0,9.2,0,0.9,False,Argentina,38.9,3,0.3,W,Autumn,false,,Stade Pierre-Mauroy,07015,13,28,France,,41,0-20,moins de 30,1,False
16383,5.1,1027.3,55,14.6,Lille,2018 Autumn International,France,Lille,0,9.2,1,0.9,False,France,38.9,0,0.3,L,Autumn,false,,Stade Pierre-Mauroy,07015,28,13,Argentina,,41,0-20,moins de 30,0,False
12037,2.2,1028.2,274,5.4,London,"",England,London,0,7.6,0,-2.1,False,England,,3,0,W,Autumn,false,,Twickenham,03772,14,24,South Africa,,38,0-20,moins de 30,1,False
12037,2.2,1028.2,274,5.4,London,"",England,London,0,7.6,1,-2.1,False,South Africa,,0,0,L,Autumn,false,,Twickenham,03772,24,14,England,,38,0-20,moins de 30,0,False
87,7.8,1026.1,256,26.7,London,1949 Five Nations Championship,England,London,0,11.7,1,3.3,False,England,,0,,L,Winter,false,,Twickenham,03772,8,3,France,,11,0-20,moins de 30,0,False
108,4.3,1027.3,358,16.5,London,1949 Five Nations Championship,England,London,0,8.9,0,1.1,False,England,,3,,W,Spring,false,,Twickenham Stadium,03772,19,3,Scotland,,22,0-20,moins de 30,1,False
87,7.8,1026.1,256,26.7,London,1949 Five Nations Championship,England,London,0,11.7,0,3.3,False,France,,3,,W,Winter,false,,Twickenham,03772,3,8,England,,11,0-20,moins de 30,1,False
108,4.3,1027.3,358,16.5,London,1949 Five Nations Championship,England,London,0,8.9,1,1.1,False,Scotland,,0,,L,Spring,false,,Twickenham Stadium,03772,3,19,England,,22,0-20,moins de 30,0,False
437,6.1,991.2,249,42.1,London,1950 Five Nations Championship,England,London,0,8.3,1,4.4,False,England,,0,,L,Winter,false,,Twickenham,03772,3,0,Ireland,,3,0-20,30-60,0,False
416,2.3,1030.6,51,15.8,London,1950 Five Nations Championship,England,London,0,4.4,1,-0.6,False,England,,0,,L,Winter,false,,Twickenham,03772,5,11,Wales,,16,0-20,moins de 30,0,False
437,6.1,991.2,249,42.1,London,1950 Five Nations Championship,England,London,0,8.3,0,4.4,False,Ireland,,3,,W,Winter,false,,Twickenham,03772,0,3,England,,3,0-20,30-60,1,False
416,2.3,1030.6,51,15.8,London,1950 Five Nations Championship,England,London,0,4.4,0,-0.6,False,Wales,,3,,W,Winter,false,,Twickenham,03772,11,5,England,,16,0-20,moins de 30,1,False
836,11.1,996.4,214,22.4,London,1951 Five Nations Championship,England,London,0,12.8,1,8.9,False,England,,0,,L,Spring,false,,Twickenham Stadium,03772,5,3,Scotland,,8,0-20,moins de 30,0,False
815,4.3,1004.4,144,8.3,London,1951 Five Nations Championship,England,London,0,6.7,1,1.1,False,England,,0,1,L,Winter,false,,Twickenham,03772,3,11,France,,14,0-20,moins de 30,0,False
815,4.3,1004.4,144,8.3,London,1951 Five Nations Championship,England,London,0,6.7,0,1.1,False,France,,3,1,W,Winter,false,,Twickenham,03772,11,3,England,,14,0-20,moins de 30,1,False
836,11.1,996.4,214,22.4,London,1951 Five Nations Championship,England,London,0,12.8,0,8.9,False,Scotland,,3,,W,Spring,false,,Twickenham Stadium,03772,3,5,England,,8,0-20,moins de 30,1,False
1130,5.9,1022.8,290,15.8,London,1951-52 South Africa rugby union tour of Europe,England,London,0,7.8,0,2.8,False,England,,3,,W,Winter,false,,Twickenham,03772,3,8,South Africa,,11,0-20,moins de 30,1,False
1130,5.9,1022.8,290,15.8,London,1951-52 South Africa rugby union tour of Europe,England,London,0,7.8,1,2.8,False,South Africa,,0,,L,Winter,false,,Twickenham,03772,8,3,England,,11,0-20,moins de 30,0,False
1214,0.3,993.2,51,36.3,London,1952 Five Nations Championship,England,London,0,1.7,1,-0.6,False,England,,0,,L,Spring,false,,Twickenham,03772,3,0,Ireland,,3,0-20,30-60,0,False
1158,1.9,999.5,254,13.4,London,1952 Five Nations Championship,England,London,0,7.2,0,-1.7,False,England,,3,,W,Winter,false,,Twickenham,03772,6,8,Wales,,14,0-20,moins de 30,1,False
1214,0.3,993.2,51,36.3,London,1952 Five Nations Championship,England,London,0,1.7,0,-0.6,False,Ireland,,3,,W,Spring,false,,Twickenham,03772,0,3,England,,3,0-20,30-60,1,False
1158,1.9,999.5,254,13.4,London,1952 Five Nations Championship,England,London,0,7.2,1,-1.7,False,Wales,,0,,L,Winter,false,,Twickenham,03772,8,6,England,,14,0-20,moins de 30,0,False
1550,7.3,1038.8,73,11.3,London,1953 Five Nations Championship,England,London,0,12.2,1,2.8,False,England,,0,,L,Winter,false,,Twickenham,03772,11,0,France,,11,0-20,moins de 30,0,False
1571,5.4,1031,76,13.8,London,1953 Five Nations Championship,England,London,0,10,0,3.3,False,England,,3,,W,Spring,false,,Twickenham Stadium,03772,26,8,Scotland,,34,0-20,moins de 30,1,False
1550,7.3,1038.8,73,11.3,London,1953 Five Nations Championship,England,London,0,12.2,0,2.8,False,France,,3,,W,Winter,false,,Twickenham,03772,0,11,England,,11,0-20,moins de 30,1,False
1571,5.4,1031,76,13.8,London,1953 Five Nations Championship,England,London,0,10,1,3.3,False,Scotland,,0,,L,Spring,false,,Twickenham Stadium,03772,8,26,England,,34,0-20,moins de 30,0,False
1886,-1.6,1020,31,19.5,London,"1953–54 New Zealand rugby union tour of Britain, Ireland, France and North America",England,London,0,0.6,0,-4.4,False,England,,3,,W,Winter,false,,Twickenham,03772,0,5,New Zealand,,5,moins de 0,moins de 30,1,False
1886,-1.6,1020,31,19.5,London,"1953–54 New Zealand rugby union tour of Britain, Ireland, France and North America",England,London,0,0.6,1,-4.4,False,New Zealand,,0,,L,Winter,false,,Twickenham,03772,5,0,England,,5,moins de 0,moins de 30,0,False
1872,6.7,1016.7,259,29.3,London,1954 Five Nations Championship,England,London,0,8.9,1,3.3,False,England,,0,,L,Winter,false,,Twickenham,03772,9,6,Wales,,15,0-20,moins de 30,0,False
1900,7.5,994.1,180,22.2,London,1954 Five Nations Championship,England,London,0,10,0,5.6,False,England,,3,,W,Winter,false,,Twickenham,03772,14,3,Ireland,,17,0-20,moins de 30,1,False
1900,7.5,994.1,180,22.2,London,1954 Five Nations Championship,England,London,0,10,1,5.6,False,Ireland,,0,,L,Winter,false,,Twickenham,03772,3,14,England,,17,0-20,moins de 30,0,False
1872,6.7,1016.7,259,29.3,London,1954 Five Nations Championship,England,London,0,8.9,0,3.3,False,Wales,,3,,W,Winter,false,,Twickenham,03772,6,9,England,,15,0-20,moins de 30,1,False
2299,2.6,1012.2,338,13.2,London,1955 Five Nations Championship,England,London,0,6.1,1,-1.1,False,England,,0,,L,Spring,false,,Twickenham Stadium,03772,9,6,Scotland,,15,0-20,moins de 30,0,False
2278,0,1011.3,31,15.9,London,1955 Five Nations Championship,England,London,0,0.6,1,-0.6,False,England,,0,,L,Winter,false,,Twickenham,03772,9,16,France,,25,0-20,moins de 30,0,False
2278,0,1011.3,31,15.9,London,1955 Five Nations Championship,England,London,0,0.6,0,-0.6,False,France,,3,,W,Winter,false,,Twickenham,03772,16,9,England,,25,0-20,moins de 30,1,False
2299,2.6,1012.2,338,13.2,London,1955 Five Nations Championship,England,London,0,6.1,0,-1.1,False,Scotland,,3,,W,Spring,false,,Twickenham Stadium,03772,6,9,England,,15,0-20,moins de 30,1,False
2627,-2.5,1031.4,28,19.6,London,1956 Five Nations Championship,England,London,0,-0.6,1,-3.9,False,England,,0,,L,Winter,false,,Twickenham,03772,20,0,Ireland,,20,moins de 0,moins de 30,0,False
2607,5.4,1007.9,243,22.7,London,1956 Five Nations Championship,England,London,0,10,0,0.6,False,England,,3,,W,Winter,false,,Twickenham,03772,3,8,Wales,,11,0-20,moins de 30,1,False
2627,-2.5,1031.4,28,19.6,London,1956 Five Nations Championship,England,London,0,-0.6,0,-3.9,False,Ireland,,3,,W,Winter,false,,Twickenham,03772,0,20,England,,20,moins de 0,moins de 30,1,False
2607,5.4,1007.9,243,22.7,London,1956 Five Nations Championship,England,London,0,10,1,0.6,False,Wales,,0,,L,Winter,false,,Twickenham,03772,8,3,England,,11,0-20,moins de 30,0,False
3006,4.3,,120,18.2,London,1957 Five Nations Championship,England,London,0,7.8,1,2.2,False,England,,0,,L,Winter,false,,Twickenham,03772,9,5,France,,14,0-20,moins de 30,0,False
3027,11.6,,256,27.5,London,1957 Five Nations Championship,England,London,0,14.4,0,10,False,England,,3,,W,Spring,false,,Twickenham Stadium,03772,16,3,Scotland,,19,0-20,moins de 30,1,False
3006,4.3,,120,18.2,London,1957 Five Nations Championship,England,London,0,7.8,0,2.2,False,France,,3,,W,Winter,false,,Twickenham,03772,5,9,England,,14,0-20,moins de 30,1,False
3027,11.6,,256,27.5,London,1957 Five Nations Championship,England,London,0,14.4,1,10,False,Scotland,,0,,L,Spring,false,,Twickenham Stadium,03772,3,16,England,,19,0-20,moins de 30,0,False
3349,4.8,,215,9.9,London,"1957–58 Australia tour of Great Britain, Ireland and France",England,London,0,6.7,0,3.9,False,Australia,,3,,W,Winter,false,,Twickenham Stadium,03772,6,9,England,,15,0-20,moins de 30,1,False
3349,4.8,,215,9.9,London,"1957–58 Australia tour of Great Britain, Ireland and France",England,London,0,6.7,1,3.9,False,England,,0,,L,Winter,false,,Twickenham Stadium,03772,9,6,Australia,,15,0-20,moins de 30,0,False
3335,4.7,,257,26,London,1958 Five Nations Championship,England,London,1,8.9,0,-0.6,False,England,,1,,D,Winter,false,,Twickenham,03772,3,3,Wales,,6,0-20,moins de 30,0,False
3356,5.3,,216,22.1,London,1958 Five Nations Championship,England,London,0,10.6,1,0.8,False,England,,0,,L,Winter,false,,Twickenham,03772,6,0,Ireland,,6,0-20,moins de 30,0,False
3356,5.3,,216,22.1,London,1958 Five Nations Championship,England,London,0,10.6,0,0.8,False,Ireland,,3,,W,Winter,false,,Twickenham,03772,0,6,England,,6,0-20,moins de 30,1,False
3335,4.7,,257,26,London,1958 Five Nations Championship,England,London,1,8.9,0,-0.6,False,Wales,,1,,D,Winter,false,,Twickenham,03772,3,3,England,,6,0-20,moins de 30,0,False
3688,4.9,,51,15.1,London,"1972–73 New Zealand rugby union tour of Britain, Ireland, France and North America",England,London,0,7,0,2,False,England,,3,0.3,W,Winter,false,,Twickenham,03772,0,9,New Zealand,,9,0-20,moins de 30,1,False
3688,4.9,,51,15.1,London,"1972–73 New Zealand rugby union tour of Britain, Ireland, France and North America",England,London,0,7,1,2,False,New Zealand,,0,0.3,L,Winter,false,,Twickenham,03772,9,0,England,,9,0-20,moins de 30,0,False
4003,1.5,,,,London,1973 Australia tour of Great Britain and Italy,England,London,0,7,1,-2,False,Australia,,0,0,L,Autumn,false,,Twickenham Stadium,03772,3,20,England,,23,0-20,no data,0,False
4003,1.5,,,,London,1973 Australia tour of Great Britain and Italy,England,London,0,7,0,-2,False,England,,3,0,W,Autumn,false,,Twickenham Stadium,03772,20,3,Australia,,23,0-20,no data,1,False
3758,6.4,1027.9,313,7.8,London,1973 Five Nations Championship,England,London,0,12,1,1,False,England,,0,0,L,Spring,false,,Twickenham Stadium,03772,20,13,Scotland,,33,0-20,moins de 30,0,False
3737,3.7,,,,London,1973 Five Nations Championship,England,London,0,7,0,,False,England,,3,,W,Winter,false,,Twickenham,03772,14,6,France,,20,0-20,no data,1,False
3737,3.7,,,,London,1973 Five Nations Championship,England,London,0,7,1,,False,France,,0,,L,Winter,false,,Twickenham,03772,6,14,England,,20,0-20,no data,0,False
3758,6.4,1027.9,313,7.8,London,1973 Five Nations Championship,England,London,0,12,0,1,False,Scotland,,3,0,W,Spring,false,,Twickenham Stadium,03772,13,20,England,,33,0-20,moins de 30,1,False
4122,10.8,996.8,260,24.4,London,1974 Five Nations Championship,England,London,0,14,1,8,False,England,,0,0,L,Spring,false,,Twickenham,03772,16,12,Wales,,28,0-20,moins de 30,0,False
4084,3.9,,285,19.6,London,1974 Five Nations Championship,England,London,0,6,0,1,False,England,,3,,W,Winter,false,,Twickenham,03772,21,26,Ireland,,47,0-20,moins de 30,1,False
4084,3.9,,285,19.6,London,1974 Five Nations Championship,England,London,0,6,1,1,False,Ireland,,0,,L,Winter,false,,Twickenham,03772,26,21,England,,47,0-20,moins de 30,0,False
4122,10.8,996.8,260,24.4,London,1974 Five Nations Championship,England,London,0,14,0,8,False,Wales,,3,0,W,Spring,false,,Twickenham,03772,12,16,England,,28,0-20,moins de 30,1,False
4486,3.9,,356,14.3,London,1975 Five Nations Championship,England,London,0,6,1,3,False,England,,0,0.5,L,Spring,false,,Twickenham Stadium,03772,7,6,Scotland,,13,0-20,moins de 30,0,False
4444,7.7,,256,8.6,London,1975 Five Nations Championship,England,London,0,11,0,1,False,England,,3,0,W,Winter,false,,Twickenham,03772,20,27,France,,47,0-20,moins de 30,1,False
4444,7.7,,256,8.6,London,1975 Five Nations Championship,England,London,0,11,1,1,False,France,,0,0,L,Winter,false,,Twickenham,03772,27,20,England,,47,0-20,moins de 30,0,False
4486,3.9,,356,14.3,London,1975 Five Nations Championship,England,London,0,6,0,3,False,Scotland,,3,0.5,W,Spring,false,,Twickenham Stadium,03772,6,7,England,,13,0-20,moins de 30,1,False
4779,6.4,1018.2,292,27.7,London,"1975–76 Australia tour of Great Britain, Ireland and North America",England,London,0,11,1,2,False,Australia,,0,0.5,L,Winter,false,,Twickenham Stadium,03772,6,23,England,,29,0-20,moins de 30,0,False
4779,6.4,1018.2,292,27.7,London,"1975–76 Australia tour of Great Britain, Ireland and North America",England,London,0,11,0,2,False,England,,3,0.5,W,Winter,false,,Twickenham Stadium,03772,23,6,Australia,,29,0-20,moins de 30,1,False
4793,6.8,1031.7,308,8.6,London,1976 Five Nations Championship,England,London,0,10,1,3,False,England,,0,0,L,Winter,false,,Twickenham,03772,9,21,Wales,,30,0-20,moins de 30,0,False
4842,1.4,,,,London,1976 Five Nations Championship,England,London,0,5,0,-1,False,England,,3,0,W,Spring,false,,Twickenham,03772,12,13,Ireland,,25,0-20,no data,1,False
4842,1.4,,,,London,1976 Five Nations Championship,England,London,0,5,1,-1,False,Ireland,,0,0,L,Spring,false,,Twickenham,03772,13,12,England,,25,0-20,no data,0,False
4793,6.8,1031.7,308,8.6,London,1976 Five Nations Championship,England,London,0,10,0,3,False,Wales,,3,0,W,Winter,false,,Twickenham,03772,21,9,England,,30,0-20,moins de 30,1,False
5174,1.1,1012.3,,8.7,London,1977 Five Nations Championship,England,London,0,2,0,-1,False,England,,3,5.1,W,Winter,false,,Twickenham,03772,3,4,France,,7,0-20,moins de 30,1,False
5157,3.3,1001.8,298,24.3,London,1977 Five Nations Championship,England,London,0,5,0,2,False,England,,3,1.3,W,Winter,false,,Twickenham Stadium,03772,26,6,Scotland,,32,0-20,moins de 30,1,False
5174,1.1,1012.3,,8.7,London,1977 Five Nations Championship,England,London,0,2,1,-1,False,France,,0,5.1,L,Winter,false,,Twickenham,03772,4,3,England,,7,0-20,moins de 30,0,False
5157,3.3,1001.8,298,24.3,London,1977 Five Nations Championship,England,London,0,5,1,2,False,Scotland,,0,1.3,L,Winter,false,,Twickenham Stadium,03772,6,26,England,,32,0-20,moins de 30,0,False
5584,4.4,,248,9.3,London,1978 Five Nations Championship,England,London,0,9,0,-1,False,England,,3,0,W,Spring,false,,Twickenham,03772,15,9,Ireland,,24,0-20,moins de 30,1,False
5542,4.9,1018.8,141,13.1,London,1978 Five Nations Championship,England,London,0,7,0,3,False,England,,3,9.1,W,Winter,false,,Twickenham,03772,6,9,Wales,,15,0-20,moins de 30,1,False
5584,4.4,,248,9.3,London,1978 Five Nations Championship,England,London,0,9,1,-1,False,Ireland,,0,0,L,Spring,false,,Twickenham,03772,9,15,England,,24,0-20,moins de 30,0,False
5542,4.9,1018.8,141,13.1,London,1978 Five Nations Championship,England,London,0,7,1,3,False,Wales,,0,9.1,L,Winter,false,,Twickenham,03772,9,6,England,,15,0-20,moins de 30,0,False
5836,3.8,1021.7,274,14.1,London,1978 New Zealand rugby union tour of Britain and Ireland,England,London,0,7,1,1,False,England,,0,0,L,Autumn,false,,Twickenham,03772,6,16,New Zealand,,22,0-20,moins de 30,0,False
5836,3.8,1021.7,274,14.1,London,1978 New Zealand rugby union tour of Britain and Ireland,England,London,0,7,0,1,False,New Zealand,,3,0,W,Autumn,false,,Twickenham,03772,16,6,England,,22,0-20,moins de 30,1,False
5906,0.7,1007.7,230,9.3,London,1979 Five Nations Championship,England,London,1,6,0,-4,False,England,,1,0,D,Winter,false,,Twickenham Stadium,03772,7,7,Scotland,,14,0-20,moins de 30,0,False
5904,6.7,994,183,20.4,London,1979 Five Nations Championship,England,London,0,9,1,5,False,England,,0,7.9,L,Winter,false,,Twickenham,03772,7,6,France,,13,0-20,moins de 30,0,False
5904,6.7,994,183,20.4,London,1979 Five Nations Championship,England,London,0,9,0,5,False,France,,3,7.9,W,Winter,false,,Twickenham,03772,6,7,England,,13,0-20,moins de 30,1,False
5906,0.7,1007.7,230,9.3,London,1979 Five Nations Championship,England,London,1,6,0,-4,False,Scotland,,1,0,D,Winter,false,,Twickenham Stadium,03772,7,7,England,,14,0-20,moins de 30,0,False
6200,4.6,1022.1,220,8.3,London,"1979 New Zealand rugby union tour of England, Scotland and Italy",England,London,0,9,1,1,False,England,,0,0,L,Autumn,false,,Twickenham,03772,9,10,New Zealand,,19,0-20,moins de 30,0,False
6200,4.6,1022.1,220,8.3,London,"1979 New Zealand rugby union tour of England, Scotland and Italy",England,London,0,9,0,1,False,New Zealand,,3,0,W,Autumn,false,,Twickenham,03772,10,9,England,,19,0-20,moins de 30,1,False
6284,6.2,1018.5,,4.4,London,1980 Five Nations Championship,England,London,0,9,1,3,False,England,,0,4.1,L,Winter,false,,Twickenham,03772,9,8,Wales,,17,0-20,moins de 30,0,False
6256,2.2,1005.2,124,12.2,London,1980 Five Nations Championship,England,London,0,4,0,-1,False,England,,3,0.3,W,Winter,false,,Twickenham,03772,24,9,Ireland,,33,0-20,moins de 30,1,False
6256,2.2,1005.2,124,12.2,London,1980 Five Nations Championship,England,London,0,4,1,-1,False,Ireland,,0,0.3,L,Winter,false,,Twickenham,03772,9,24,England,,33,0-20,moins de 30,0,False
6284,6.2,1018.5,,4.4,London,1980 Five Nations Championship,England,London,0,9,0,3,False,Wales,,3,4.1,W,Winter,false,,Twickenham,03772,8,9,England,,17,0-20,moins de 30,1,False
6655,0.2,1019.6,,9.4,London,1981 Five Nations Championship,England,London,0,4,1,-3,False,England,,0,0,L,Winter,false,,Twickenham Stadium,03772,23,17,Scotland,,40,0-20,moins de 30,0,False
6682,10.8,996.2,208,35.2,London,1981 Five Nations Championship,England,London,0,13,0,10,False,England,,3,1,W,Spring,false,,Twickenham,03772,12,16,France,,28,0-20,30-60,1,False
6682,10.8,996.2,208,35.2,London,1981 Five Nations Championship,England,London,0,13,1,10,False,France,,0,1,L,Spring,false,,Twickenham,03772,16,12,England,,28,0-20,30-60,0,False
6655,0.2,1019.6,,9.4,London,1981 Five Nations Championship,England,London,0,4,0,-3,False,Scotland,,3,0,W,Winter,false,,Twickenham Stadium,03772,17,23,England,,40,0-20,moins de 30,1,False
6969,8.6,,192,13.7,London,1981–82 Australia tour of Great Britain and Ireland,England,London,0,13,0,2.8,False,Australia,,3,4.1,W,Winter,false,,Twickenham Stadium,03772,11,15,England,,26,0-20,moins de 30,1,False
6969,8.6,,192,13.7,London,1981–82 Australia tour of Great Britain and Ireland,England,London,0,13,1,2.8,False,England,,0,4.1,L,Winter,false,,Twickenham Stadium,03772,15,11,Australia,,26,0-20,moins de 30,0,False
7032,6.3,1029.2,175,16.8,London,1982 Five Nations Championship,England,London,0,9.5,0,1.8,False,England,,3,,W,Spring,false,,Twickenham,03772,17,7,Wales,,24,0-20,moins de 30,1,False
7004,9.3,1018.9,211,17,London,1982 Five Nations Championship,England,London,0,12.3,0,7,False,England,,3,,W,Winter,false,,Twickenham,03772,15,16,Ireland,,31,0-20,moins de 30,1,False
7004,9.3,1018.9,211,17,London,1982 Five Nations Championship,England,London,0,12.3,1,7,False,Ireland,,0,,L,Winter,false,,Twickenham,03772,16,15,England,,31,0-20,moins de 30,0,False
7032,6.3,1029.2,175,16.8,London,1982 Five Nations Championship,England,London,0,9.5,1,1.8,False,Wales,,0,,L,Spring,false,,Twickenham,03772,7,17,England,,24,0-20,moins de 30,0,False
7396,5.6,1036.7,262,10.9,London,1983 Five Nations Championship,England,London,0,12,0,-0.5,False,England,,3,0,W,Spring,false,,Twickenham Stadium,03772,12,22,Scotland,,34,0-20,moins de 30,1,False
7347,9.8,1013.2,286,22.6,London,1983 Five Nations Championship,England,London,0,11.6,0,7.4,False,England,,3,0,W,Winter,false,,Twickenham,03772,15,19,France,,34,0-20,moins de 30,1,False
7347,9.8,1013.2,286,22.6,London,1983 Five Nations Championship,England,London,0,11.6,1,7.4,False,France,,0,0,L,Winter,false,,Twickenham,03772,19,15,England,,34,0-20,moins de 30,0,False
7396,5.6,1036.7,262,10.9,London,1983 Five Nations Championship,England,London,0,12,1,-0.5,False,Scotland,,0,0,L,Spring,false,,Twickenham Stadium,03772,22,12,England,,34,0-20,moins de 30,0,False
7655,6.4,1024.2,,4.8,London,1983 New Zealand rugby union tour of Scotland and England,England,London,0,7.8,0,5,False,England,,3,0,W,Autumn,false,,Twickenham,03772,15,9,New Zealand,,24,0-20,moins de 30,1,False
7655,6.4,1024.2,,4.8,London,1983 New Zealand rugby union tour of Scotland and England,England,London,0,7.8,1,5,False,New Zealand,,0,0,L,Autumn,false,,Twickenham,03772,9,15,England,,24,0-20,moins de 30,0,False
8005,8.3,1012.2,235,19.3,London,1984 Australia tour of Great Britain and Ireland,England,London,0,11.5,0,5.8,False,Australia,,3,6.4,W,Autumn,false,,Twickenham Stadium,03772,19,3,England,,22,0-20,moins de 30,1,False
8005,8.3,1012.2,235,19.3,London,1984 Australia tour of Great Britain and Ireland,England,London,0,11.5,1,5.8,False,England,,0,6.4,L,Autumn,false,,Twickenham Stadium,03772,3,19,Australia,,22,0-20,moins de 30,0,False
7774,3.8,1016.6,41,17,London,1984 Five Nations Championship,England,London,0,5.5,0,1.6,False,England,,3,0,W,Spring,false,,Twickenham,03772,15,24,Wales,,39,0-20,moins de 30,1,False
7746,2.6,1027.3,120,13.2,London,1984 Five Nations Championship,England,London,0,7.5,0,-1.5,False,England,,3,0,W,Winter,false,,Twickenham,03772,12,9,Ireland,,21,0-20,moins de 30,1,False
7746,2.6,1027.3,120,13.2,London,1984 Five Nations Championship,England,London,0,7.5,1,-1.5,False,Ireland,,0,0,L,Winter,false,,Twickenham,03772,9,12,England,,21,0-20,moins de 30,0,False
7774,3.8,1016.6,41,17,London,1984 Five Nations Championship,England,London,0,5.5,1,1.6,False,Wales,,0,0,L,Spring,false,,Twickenham,03772,24,15,England,,39,0-20,moins de 30,0,False
8096,9.2,1021.6,253,12,London,1985 Five Nations Championship,England,London,1,12.7,0,6.7,False,England,,1,0,D,Winter,false,,Twickenham,03772,9,9,France,,18,0-20,moins de 30,0,False
8138,1.9,1001.7,307,12.5,London,1985 Five Nations Championship,England,London,0,5.7,0,-1.3,False,England,,3,1,W,Spring,false,,Twickenham Stadium,03772,10,7,Scotland,,17,0-20,moins de 30,1,False
8096,9.2,1021.6,253,12,London,1985 Five Nations Championship,England,London,1,12.7,0,6.7,False,France,,1,0,D,Winter,false,,Twickenham,03772,9,9,England,,18,0-20,moins de 30,0,False
8138,1.9,1001.7,307,12.5,London,1985 Five Nations Championship,England,London,0,5.7,1,-1.3,False,Scotland,,0,1,L,Spring,false,,Twickenham Stadium,03772,7,10,England,,17,0-20,moins de 30,0,False
8488,-1.2,1014.9,38,22.8,London,1986 Five Nations Championship,England,London,0,0.2,1,-2.4,False,England,,0,1.3,L,Spring,true,30,Twickenham,03772,25,20,Ireland,,45,moins de 0,moins de 30,0,False
8446,9.6,1014.7,229,21.3,London,1986 Five Nations Championship,England,London,0,11.6,1,3.2,False,England,,0,1.5,L,Winter,false,,Twickenham,03772,21,18,Wales,,39,0-20,moins de 30,0,False
8488,-1.2,1014.9,38,22.8,London,1986 Five Nations Championship,England,London,0,0.2,0,-2.4,False,Ireland,,3,1.3,W,Spring,true,30,Twickenham,03772,20,25,England,,45,moins de 0,moins de 30,1,False
8446,9.6,1014.7,229,21.3,London,1986 Five Nations Championship,England,London,0,11.6,0,3.2,False,Wales,,3,1.5,W,Winter,false,,Twickenham,03772,18,21,England,,39,0-20,moins de 30,1,False
8887,7.9,993.6,86,13.5,London,1987 Five Nations Championship,England,London,0,9.5,1,5.7,False,England,,0,10.4,L,Spring,false,,Twickenham Stadium,03772,21,12,Scotland,,33,0-20,moins de 30,0,False
8845,2.8,,25,17.8,London,1987 Five Nations Championship,England,London,0,5.6,0,-1.1,False,England,,3,,W,Winter,false,,Twickenham,03772,15,19,France,,34,0-20,moins de 30,1,False
8845,2.8,,25,17.8,London,1987 Five Nations Championship,England,London,0,5.6,1,-1.1,False,France,,0,,L,Winter,false,,Twickenham,03772,19,15,England,,34,0-20,moins de 30,0,False
8887,7.9,993.6,86,13.5,London,1987 Five Nations Championship,England,London,0,9.5,0,5.7,False,Scotland,,3,10.4,W,Spring,false,,Twickenham Stadium,03772,12,21,England,,33,0-20,moins de 30,1,False
9468,3.8,1024.4,,2.6,London,1988 Australia tour of Great Britain and Italy,England,London,0,9.8,0,-2.6,False,Australia,,3,0,W,Autumn,false,,Twickenham Stadium,03772,19,28,England,,47,0-20,moins de 30,1,False
